gene	exp_rep3.exon	exp_rep2.exon	control_rep2.exon	exp_rep1.exon	control_rep1.exon	control_rep3.exon
ENSG00000104689.10	1125	1439	758	1365	921	1106
ENSG00000243265.1	1	1	2	0	0	1
ENSG00000246582.3	103	102	65	108	80	104
ENSG00000250714.3	0	0	0	0	0	0
ENSG00000147457.14	4157	4089	3596	4055	3886	4595
ENSG00000289584.1	18	13	12	11	5	10
ENSG00000104679.12	2699	2063	2028	2336	2195	2741
ENSG00000134013.16	1802	1480	1301	1436	1596	2061
ENSG00000253837.1	6	4	6	5	11	9
ENSG00000197217.13	6370	7443	5858	7410	6867	8067
ENSG00000253390.1	24	19	13	35	29	37
ENSG00000253483.1	8	14	10	6	12	19
ENSG00000287166.1	25	18	16	21	30	27
ENSG00000253986.1	0	0	0	0	0	0
ENSG00000289461.2	0	2	0	1	0	1
ENSG00000147454.14	8954	12775	8525	11581	10232	11893
ENSG00000252067.1	0	0	0	0	0	0
ENSG00000253488.1	0	0	0	0	0	0
ENSG00000167034.10	462	451	357	473	454	471
ENSG00000180053.8	1	0	0	2	0	0
ENSG00000253471.1	1	0	0	1	0	1
ENSG00000254002.4	1	0	0	1	0	0
ENSG00000271118.1	0	0	0	0	0	0
ENSG00000207027.1	0	0	0	0	0	0
ENSG00000159167.12	3574	3244	2281	2925	2913	3383
ENSG00000207201.1	0	0	0	0	0	0
ENSG00000253891.2	0	2	0	0	0	0
ENSG00000042980.14	40	49	28	40	51	35
ENSG00000253535.5	0	2	3	0	4	6
ENSG00000134028.14	0	0	0	0	0	0
ENSG00000069206.15	0	0	0	0	0	2
ENSG00000253643.6	0	0	2	0	0	0
ENSG00000272163.2	116	51	150	71	127	164
ENSG00000104722.14	12276	4449	12033	5053	13920	17690
ENSG00000277586.4	7214	3167	6221	3683	6235	7893
ENSG00000283327.1	0	0	0	0	0	0
ENSG00000272157.2	24	11	11	6	11	16
ENSG00000253832.1	0	0	0	0	0	0
ENSG00000288055.1	0	0	0	0	0	0
ENSG00000253670.1	0	0	0	0	0	0
ENSG00000287185.1	3	4	5	3	4	6
ENSG00000147459.18	1226	1626	1496	1468	1891	2082
ENSG00000284858.1	0	0	0	0	0	0
ENSG00000274988.1	0	0	0	0	0	0
ENSG00000147437.10	15	16	19	19	16	13
ENSG00000253476.1	2	6	8	4	2	8
ENSG00000104756.17	1968	2419	1944	2619	2220	2660
ENSG00000184661.14	2636	2746	2507	2789	2906	3282
ENSG00000289357.1	113	115	109	164	126	155
ENSG00000253100.2	1	3	2	1	2	0
ENSG00000253342.1	0	0	0	0	0	0
ENSG00000285890.1	0	0	0	0	0	0
ENSG00000254178.1	0	0	0	0	0	0
ENSG00000221818.9	16	43	21	29	25	28
ENSG00000199620.1	0	0	0	0	3	5
ENSG00000249213.1	0	0	0	0	0	0
ENSG00000221914.11	8737	9479	7134	9750	8552	10216
ENSG00000293314.1	40	30	25	34	36	56
ENSG00000228451.6	0	0	0	0	0	0
ENSG00000104765.16	6365	6781	5511	7091	6927	7737
ENSG00000253430.1	0	0	0	1	0	0
ENSG00000251203.1	0	0	1	0	0	0
ENSG00000254362.1	0	0	0	0	1	2
ENSG00000240694.9	1176	939	1138	926	1571	1715
ENSG00000092964.18	14007	13263	10609	12806	13333	15843
ENSG00000253208.1	0	0	0	0	0	0
ENSG00000120907.18	0	2	0	0	5	8
ENSG00000240519.1	0	1	0	0	0	0
ENSG00000253813.1	0	0	1	0	0	0
ENSG00000275115.1	0	0	0	0	0	0
ENSG00000215288.5	0	0	0	0	0	0
ENSG00000221616.1	0	0	0	0	0	0
ENSG00000253899.1	10	10	0	9	5	3
ENSG00000253903.2	0	0	0	0	0	0
ENSG00000253888.2	0	0	0	0	1	0
ENSG00000015592.17	217	126	198	87	253	314
ENSG00000104228.13	2548	2757	1890	2667	2263	2675
ENSG00000120899.18	558	825	587	741	682	809
ENSG00000273836.1	0	0	0	0	0	0
ENSG00000120903.13	31	20	26	25	38	32
ENSG00000120915.14	4088	4362	3326	4611	3830	4629
ENSG00000289323.1	1	0	0	0	0	1
ENSG00000234770.1	2	1	0	3	2	0
ENSG00000120885.22	32042	29595	19828	32385	23829	29735
ENSG00000284280.1	0	0	0	0	0	0
ENSG00000168077.14	3543	3342	2889	3223	3109	3768
ENSG00000222862.2	0	0	0	0	1	0
ENSG00000253560.1	0	0	0	0	0	0
ENSG00000279302.3	3	3	3	4	2	1
ENSG00000265075.1	0	0	0	0	0	0
ENSG00000284351.1	0	0	0	0	0	0
ENSG00000253875.2	1	1	5	0	2	1
ENSG00000147419.19	6542	6981	5651	7192	6544	7899
ENSG00000171320.15	1633	1758	1514	1969	1798	2164
ENSG00000202242.1	0	0	1	0	0	0
ENSG00000168078.10	2202	2319	2016	2530	2304	2817
ENSG00000253176.3	0	0	1	0	0	1
ENSG00000168079.17	2	4	0	1	6	4
ENSG00000265847.1	0	0	0	0	0	0
ENSG00000253290.1	0	0	0	0	0	0
ENSG00000253615.1	0	0	0	0	0	0
ENSG00000253397.1	0	0	0	0	0	0
ENSG00000189233.12	3	6	2	8	8	13
ENSG00000134014.18	3772	3782	3345	3712	3739	4710
ENSG00000250516.1	0	3	2	1	3	3
ENSG00000253907.1	0	0	0	0	0	0
ENSG00000253690.1	2	3	2	4	4	0
ENSG00000239198.1	5	16	1	9	11	11
ENSG00000168081.9	13	7	20	5	15	30
ENSG00000186918.14	3066	2942	2515	2718	3032	3545
ENSG00000214050.8	480	561	454	557	521	686
ENSG00000286804.1	1	4	0	1	1	3
ENSG00000254370.1	2	6	1	3	5	4
ENSG00000207361.1	0	0	0	0	0	0
ENSG00000253567.1	0	4	1	0	2	2
ENSG00000104290.11	5016	5476	4873	6287	5777	6479
ENSG00000265251.1	0	0	0	0	0	0
ENSG00000202411.1	0	0	0	0	1	0
ENSG00000290005.1	0	0	0	1	1	0
ENSG00000012232.10	10276	10174	9026	9891	9952	12124
ENSG00000246339.6	2	3	3	7	7	10
ENSG00000104299.15	2716	2549	2242	2529	2539	3264
ENSG00000254034.2	6	8	4	9	3	3
ENSG00000242958.1	0	0	0	1	0	0
ENSG00000147421.18	648	972	692	882	864	986
ENSG00000273710.1	0	0	0	0	0	0
ENSG00000259196.1	0	0	0	0	0	0
ENSG00000200719.1	0	0	0	0	0	0
ENSG00000259366.3	86	216	79	162	163	154
ENSG00000197892.13	3892	5040	3713	5032	4301	5235
ENSG00000259607.1	0	0	0	0	0	0
ENSG00000254129.1	0	0	0	2	1	0
ENSG00000253770.1	0	0	0	0	0	0
ENSG00000288735.2	36	27	15	27	21	30
ENSG00000120875.9	15987	18890	11847	17888	13834	16455
ENSG00000285601.1	24	25	15	23	23	26
ENSG00000260253.1	7	4	5	1	5	5
ENSG00000253632.1	0	1	0	1	0	1
ENSG00000288964.1	1	0	0	0	0	5
ENSG00000253182.1	0	1	1	0	0	0
ENSG00000280147.1	0	1	0	0	0	0
ENSG00000243844.1	3	4	2	5	0	3
ENSG00000251191.8	17	24	12	22	27	28
ENSG00000253490.5	0	0	0	2	0	1
ENSG00000248964.7	3	10	5	5	3	5
ENSG00000254086.1	0	0	0	0	0	0
ENSG00000253604.1	0	0	0	0	0	0
ENSG00000253279.6	0	0	0	0	0	0
ENSG00000264788.1	0	0	0	0	0	0
ENSG00000254013.1	2	2	2	4	2	1
ENSG00000239175.1	0	0	0	0	0	0
ENSG00000133872.14	15772	16233	13322	17162	15674	18673
ENSG00000272256.1	9	5	4	2	3	8
ENSG00000289334.1	10	11	5	7	3	14
ENSG00000104660.19	6626	6564	5224	7184	6347	7132
ENSG00000241511.1	12	9	6	9	5	5
ENSG00000177669.4	125	171	103	177	93	142
ENSG00000271869.2	57	42	46	44	33	64
ENSG00000104671.8	1536	1683	1296	1809	1500	1715
ENSG00000253708.1	0	1	0	0	0	2
ENSG00000285669.1	66	82	63	81	65	57
ENSG00000272375.1	14	28	8	15	11	12
ENSG00000248159.1	17	14	9	10	13	10
ENSG00000254316.1	0	0	0	0	0	0
ENSG00000287590.1	0	0	0	1	2	4
ENSG00000253346.1	0	0	0	0	0	0
ENSG00000254152.1	0	2	1	0	0	0
ENSG00000293293.1	63	26	32	26	36	30
ENSG00000127589.5	0	0	0	0	0	0
ENSG00000254109.6	40	56	35	44	45	43
ENSG00000157110.16	6521	6438	4942	6398	5827	6892
ENSG00000279041.1	123	247	149	245	154	169
ENSG00000197265.9	4128	4186	3556	4295	4005	4863
ENSG00000253112.1	1	0	0	0	0	0
ENSG00000253457.4	1	2	3	2	1	6
ENSG00000254172.1	0	0	0	0	0	0
ENSG00000104687.14	6941	8070	5994	7296	7590	8432
ENSG00000104691.16	895	980	809	956	960	1141
ENSG00000271081.1	0	0	0	0	0	0
ENSG00000104695.13	7436	7627	6328	7934	7445	8692
ENSG00000133863.9	131	188	139	149	175	205
ENSG00000253204.1	3	1	1	2	1	5
ENSG00000253793.1	0	3	1	0	0	0
ENSG00000172733.12	238	260	199	234	227	322
ENSG00000165392.11	2551	3422	2469	3151	3066	3586
ENSG00000253579.1	0	0	0	0	0	0
ENSG00000253961.1	2	4	1	0	0	0
ENSG00000229211.3	0	1	0	0	0	1
ENSG00000253377.2	0	0	4	0	3	4
ENSG00000254095.1	0	0	0	0	0	0
ENSG00000253275.1	0	0	0	0	0	0
ENSG00000287204.1	0	0	0	0	0	0
ENSG00000222468.1	0	0	0	0	0	0
ENSG00000157168.22	2639	2002	2445	2017	2680	3295
ENSG00000286648.1	0	0	0	0	0	0
ENSG00000253974.6	0	0	1	0	0	0
ENSG00000252261.1	0	0	0	0	0	0
ENSG00000200246.1	0	0	0	0	0	0
ENSG00000254049.2	0	0	0	0	0	0
ENSG00000286131.1	0	0	0	0	0	0
ENSG00000212407.1	0	0	0	0	0	0
ENSG00000247134.8	1292	1580	1152	1605	1366	1676
ENSG00000254346.2	0	0	0	1	1	0
ENSG00000254090.1	0	0	0	0	0	0
ENSG00000253393.1	0	0	0	0	0	0
ENSG00000253993.1	0	0	0	0	0	0
ENSG00000252735.1	0	0	0	0	0	0
ENSG00000272338.2	81	61	62	82	78	90
ENSG00000172728.16	2169	2335	1995	2426	2204	2678
ENSG00000254061.1	0	0	1	1	0	0
ENSG00000129696.13	1524	1454	1312	1410	1431	1781
ENSG00000198042.11	2537	3102	2556	2908	2847	3437
ENSG00000239039.1	1	3	0	2	1	1
ENSG00000253232.1	0	0	0	0	0	0
ENSG00000252505.1	0	0	0	0	0	0
ENSG00000253995.1	0	0	0	0	0	0
ENSG00000133874.2	2391	1950	1658	2038	1902	2555
ENSG00000240189.3	0	0	0	0	0	0
ENSG00000133878.9	154	83	194	65	176	234
ENSG00000253642.6	5	1	1	0	4	1
ENSG00000253684.1	0	0	0	0	0	0
ENSG00000263794.2	0	0	0	0	0	0
ENSG00000253569.1	0	0	0	0	0	0
ENSG00000240738.1	2	4	3	5	8	3
ENSG00000188512.6	18	28	8	15	22	23
ENSG00000254194.5	0	0	0	0	0	0
ENSG00000254302.2	0	1	0	2	0	0
ENSG00000253108.1	0	0	0	0	0	0
ENSG00000254033.1	0	0	0	0	0	0
ENSG00000215264.4	1	0	0	0	0	0
ENSG00000254344.3	0	0	0	0	0	0
ENSG00000243181.2	113	86	109	131	92	111
ENSG00000287152.1	0	0	0	0	0	0
ENSG00000156687.11	219	232	188	196	225	272
ENSG00000279099.1	0	0	0	0	0	0
ENSG00000232024.2	137	135	138	149	145	161
ENSG00000286693.1	0	0	1	0	0	0
ENSG00000253452.6	0	0	0	3	0	0
ENSG00000253524.1	0	0	0	0	0	0
ENSG00000254309.1	0	0	0	0	0	0
ENSG00000253504.1	0	0	0	0	0	0
ENSG00000254384.1	0	0	0	0	0	0
ENSG00000253685.1	0	0	0	0	0	0
ENSG00000253610.1	0	0	0	0	0	0
ENSG00000206871.1	0	0	0	0	0	0
ENSG00000254320.1	0	0	0	0	0	0
ENSG00000253363.7	0	1	1	0	0	0
ENSG00000244708.1	0	0	0	0	0	0
ENSG00000199985.1	0	0	0	0	0	0
ENSG00000215262.8	0	0	0	0	0	0
ENSG00000274489.1	0	0	0	0	0	0
ENSG00000293146.1	0	0	1	0	0	0
ENSG00000219491.8	0	0	0	0	0	0
ENSG00000243503.2	0	0	0	0	0	0
ENSG00000254038.1	1	9	2	3	5	4
ENSG00000253650.1	0	0	0	0	1	0
ENSG00000253123.4	13	10	7	10	12	12
ENSG00000253746.1	6	5	7	9	5	5
ENSG00000253161.7	12	19	14	20	7	17
ENSG00000253388.1	3	6	1	2	1	1
ENSG00000253414.4	20	24	19	16	8	16
ENSG00000254111.3	3	0	0	0	0	0
ENSG00000254290.3	83	91	76	97	98	92
ENSG00000254306.1	0	0	0	0	0	0
ENSG00000253344.1	0	0	0	2	0	0
ENSG00000223215.1	0	0	0	0	0	0
ENSG00000183779.7	10399	8885	6475	9459	7740	9296
ENSG00000253181.2	0	0	1	1	4	1
ENSG00000183154.1	2	6	1	2	6	3
ENSG00000147475.17	9053	10651	7622	10950	9103	10248
ENSG00000233170.4	57	43	36	47	42	46
ENSG00000147471.12	5755	5704	4996	6047	5749	6883
ENSG00000020181.18	411	439	258	351	381	402
ENSG00000104221.13	715	766	516	677	642	738
ENSG00000156675.16	13249	18904	13882	19169	16266	19290
ENSG00000280064.1	0	0	0	0	0	0
ENSG00000241032.3	0	0	0	0	0	2
ENSG00000169154.7	0	0	0	0	0	0
ENSG00000285880.1	0	0	0	0	0	0
ENSG00000188778.6	0	0	0	0	1	0
ENSG00000270865.1	0	0	0	0	0	0
ENSG00000187840.5	7486	5554	5330	5112	5354	7065
ENSG00000260949.1	18	15	20	23	31	16
ENSG00000286677.1	10	3	6	6	5	16
ENSG00000272128.1	2	5	2	5	1	3
ENSG00000129691.16	6809	7481	5579	7365	6686	7789
ENSG00000253437.1	0	0	0	0	0	0
ENSG00000240015.2	0	1	0	1	0	0
ENSG00000147465.12	1132	685	1057	794	1186	1455
ENSG00000253356.1	1	3	2	0	1	1
ENSG00000175324.10	1395	1434	1172	1500	1321	1667
ENSG00000253739.1	2	2	3	4	1	0
ENSG00000156735.11	3902	4092	3491	4748	4331	4893
ENSG00000248585.2	0	0	0	0	0	2
ENSG00000285632.1	13	13	6	14	12	10
ENSG00000085788.14	4737	5376	4660	5307	5372	6386
ENSG00000147535.17	1544	1707	1314	1456	1512	1891
ENSG00000147548.17	7002	8885	6820	8704	8480	9551
ENSG00000255487.1	2	1	4	2	0	1
ENSG00000254898.1	0	0	0	0	0	0
ENSG00000272092.1	19	29	18	19	18	49
ENSG00000165046.13	178	171	123	137	146	181
ENSG00000077782.23	12587	11712	10501	11254	12225	14524
ENSG00000272159.1	1	1	4	2	1	2
ENSG00000255201.1	1	0	0	0	0	0
ENSG00000293142.1	8	15	15	29	10	10
ENSG00000239218.3	0	0	0	0	0	0
ENSG00000196166.5	3	0	0	0	1	4
ENSG00000253361.3	11	14	15	11	10	6
ENSG00000253570.1	308	263	198	314	206	278
ENSG00000289104.1	0	0	0	0	0	0
ENSG00000254321.2	0	0	0	0	0	0
ENSG00000147526.20	15880	25380	13110	25357	16800	18966
ENSG00000207258.1	0	0	0	0	0	0
ENSG00000253586.1	0	0	0	0	1	3
ENSG00000253829.1	3	5	2	5	1	3
ENSG00000169499.15	317	219	294	213	347	439
ENSG00000253645.1	0	0	0	0	0	0
ENSG00000169495.5	19	22	17	38	9	18
ENSG00000169490.17	4454	4078	3841	4260	4419	5295
ENSG00000168615.13	19960	23086	18213	24757	23189	25800
ENSG00000207199.1	0	0	0	0	0	0
ENSG00000197140.15	12	21	16	16	16	18
ENSG00000243095.1	7	3	8	8	3	3
ENSG00000253160.1	0	0	0	0	0	0
ENSG00000196115.14	0	0	0	0	0	0
ENSG00000293376.1	0	0	0	0	0	0
ENSG00000293380.1	0	1	0	0	0	1
ENSG00000197475.12	0	0	0	0	0	0
ENSG00000293375.1	0	0	0	0	0	1
ENSG00000254067.3	0	0	0	0	0	0
ENSG00000168619.16	1	2	0	4	0	2
ENSG00000104755.16	0	0	1	1	0	1
ENSG00000253332.1	0	0	0	0	0	0
ENSG00000253233.1	0	0	0	0	0	0
ENSG00000131203.13	0	0	0	0	0	0
ENSG00000253939.1	0	0	0	0	0	0
ENSG00000253838.1	0	0	0	0	0	0
ENSG00000254287.1	0	0	0	0	0	0
ENSG00000188676.15	0	0	0	0	0	0
ENSG00000253790.1	0	0	0	0	0	0
ENSG00000253381.1	0	0	0	0	0	0
ENSG00000253665.1	1	0	0	0	0	0
ENSG00000176907.5	421	930	297	913	457	491
ENSG00000254143.1	0	0	0	0	0	0
ENSG00000253802.2	0	0	0	0	0	0
ENSG00000253354.2	0	0	0	0	0	0
ENSG00000289853.1	0	0	0	0	0	0
ENSG00000272479.1	3	0	2	0	1	1
ENSG00000165061.15	67	60	55	60	38	51
ENSG00000254383.1	0	0	0	0	0	0
ENSG00000206867.1	0	0	0	0	0	0
ENSG00000104332.12	7591	10062	5684	11103	6635	7997
ENSG00000263372.1	1	0	0	0	0	0
ENSG00000239281.2	0	0	0	0	0	0
ENSG00000253509.1	0	2	0	0	0	0
ENSG00000206852.1	0	0	0	0	1	0
ENSG00000238936.1	0	0	0	0	0	0
ENSG00000253396.1	0	0	0	0	0	0
ENSG00000147533.19	1606	1793	1317	1831	1604	2002
ENSG00000253133.2	2	7	5	0	2	6
ENSG00000253943.1	0	0	0	0	0	0
ENSG00000147536.12	2181	2274	2053	2201	2256	2620
ENSG00000253174.2	15	4	14	10	7	17
ENSG00000287535.1	5	0	1	6	0	5
ENSG00000158669.11	8832	9131	7938	9342	8660	10791
ENSG00000264578.1	0	0	0	0	0	0
ENSG00000165066.13	35	12	33	20	21	59
ENSG00000289921.1	0	0	0	0	0	0
ENSG00000029534.22	955	732	736	765	801	910
ENSG00000274705.2	0	0	0	0	0	0
ENSG00000283450.1	0	0	0	0	0	0
ENSG00000253389.2	0	0	0	0	0	0
ENSG00000289514.2	0	0	0	0	0	0
ENSG00000207101.1	0	0	0	0	0	0
ENSG00000260588.1	49	46	39	44	64	89
ENSG00000241834.3	0	0	0	0	0	0
ENSG00000083168.11	6115	7424	5956	7453	6762	8129
ENSG00000238966.1	0	0	0	0	1	0
ENSG00000244235.2	0	0	0	0	0	0
ENSG00000253135.1	0	0	2	0	0	0
ENSG00000271938.1	3	2	4	4	4	2
ENSG00000289603.1	3	4	5	1	3	3
ENSG00000261449.1	1	0	0	0	0	3
ENSG00000070718.13	2114	2508	1781	2262	2204	2597
ENSG00000104368.19	937	1352	176	692	363	398
ENSG00000253408.6	1	4	0	1	3	0
ENSG00000104365.16	2069	2194	1690	1922	1870	2315
ENSG00000070501.12	3599	3640	3138	3905	3370	4050
ENSG00000240395.1	46	33	22	26	28	26
ENSG00000104371.5	6	3	3	3	3	11
ENSG00000078668.14	13878	13293	11898	13545	12551	15607
ENSG00000168575.10	8349	9188	7351	9433	8600	10427
ENSG00000254131.1	0	1	0	0	0	2
ENSG00000254165.1	2	4	5	4	9	7
ENSG00000176209.12	1270	1311	1107	1344	1239	1434
ENSG00000147432.7	7	10	7	9	8	5
ENSG00000255101.1	5	7	1	2	3	5
ENSG00000255361.1	0	0	0	0	0	0
ENSG00000147434.9	0	0	1	1	0	2
ENSG00000131931.8	731	741	640	947	742	877
ENSG00000286837.1	1	2	1	1	1	3
ENSG00000120925.16	2279	2793	2094	2916	2413	2902
ENSG00000242719.3	0	1	0	1	0	0
ENSG00000284062.1	0	1	0	1	2	0
ENSG00000168172.9	5210	8500	5452	8422	7123	7466
ENSG00000202514.1	0	0	0	0	0	0
ENSG00000254673.1	0	0	0	0	0	0
ENSG00000168522.13	3794	4119	3511	4314	3985	4775
ENSG00000200731.1	0	0	0	2	0	0
ENSG00000185900.11	4216	4198	2957	4435	3982	4599
ENSG00000254198.1	0	0	0	0	0	0
ENSG00000165102.15	6607	7508	5443	7495	6239	7370
ENSG00000253611.1	0	0	0	0	0	0
ENSG00000253884.1	0	0	0	0	0	0
ENSG00000255166.1	0	0	0	0	0	0
ENSG00000253312.1	0	0	0	0	0	0
ENSG00000253186.2	0	0	0	0	0	0
ENSG00000253606.2	6	6	3	2	2	2
ENSG00000234713.3	0	0	0	0	0	0
ENSG00000253707.1	0	0	0	0	0	0
ENSG00000188877.12	0	0	0	0	0	0
ENSG00000238509.1	0	0	0	0	0	0
ENSG00000255497.1	0	0	0	0	0	0
ENSG00000254342.1	0	0	0	0	0	0
ENSG00000201329.2	0	0	0	0	0	0
ENSG00000250637.2	0	0	0	0	0	0
ENSG00000254069.2	0	0	0	0	0	0
ENSG00000253319.1	0	0	0	0	0	0
ENSG00000253418.1	0	0	0	0	0	0
ENSG00000254145.1	0	0	0	0	0	0
ENSG00000253748.2	0	0	0	0	0	0
ENSG00000253195.2	0	0	0	0	0	0
ENSG00000253845.1	0	0	0	0	0	0
ENSG00000253198.1	1	0	0	0	0	0
ENSG00000276685.1	0	0	0	0	0	0
ENSG00000253425.2	0	0	0	0	0	0
ENSG00000248498.5	0	0	0	0	0	0
ENSG00000290398.1	0	0	0	0	0	0
ENSG00000254070.1	0	0	0	0	0	0
ENSG00000251470.1	5	1	1	1	3	1
ENSG00000228984.3	0	0	0	0	0	0
ENSG00000250857.3	0	0	0	0	0	0
ENSG00000286484.1	0	0	0	0	0	0
ENSG00000286554.1	0	0	0	0	0	0
ENSG00000253314.7	0	0	0	0	0	0
ENSG00000253828.3	0	0	0	0	0	0
ENSG00000282321.1	0	0	0	0	0	0
ENSG00000252594.1	0	0	0	0	0	0
ENSG00000254118.1	0	0	0	0	0	0
ENSG00000254156.1	0	0	0	0	0	0
ENSG00000253803.1	0	0	0	0	0	0
ENSG00000253745.2	0	0	0	0	0	0
ENSG00000253782.2	0	0	0	0	0	0
ENSG00000215179.5	8	7	0	11	4	5
ENSG00000222099.1	0	0	0	0	0	0
ENSG00000248347.3	1	0	1	0	1	3
ENSG00000285992.1	0	0	0	0	0	1
ENSG00000200986.1	0	0	0	0	0	0
ENSG00000188873.4	46	30	23	23	30	38
ENSG00000248531.3	0	0	0	1	0	0
ENSG00000254348.1	1	5	2	4	3	2
ENSG00000255366.1	10	7	10	2	9	12
ENSG00000253502.1	1	0	0	0	0	0
ENSG00000253817.1	0	0	0	0	0	0
ENSG00000215177.3	0	0	0	0	0	0
ENSG00000164808.17	3483	3600	3152	3471	3650	4312
ENSG00000290028.1	0	0	0	0	0	0
ENSG00000253330.1	13	10	6	10	10	15
ENSG00000269924.1	1	0	0	1	2	1
ENSG00000251354.3	1	0	0	0	0	0
ENSG00000254065.1	1	1	1	1	4	2
ENSG00000207369.1	0	0	0	0	0	0
ENSG00000221869.5	1057	813	727	664	732	935
ENSG00000253729.9	33207	40234	33117	40891	39036	45102
ENSG00000207450.1	0	0	0	0	0	0
ENSG00000287959.1	0	0	0	0	0	1
ENSG00000104738.19	12966	13110	11229	12704	13390	15861
ENSG00000222522.1	0	1	0	0	0	1
ENSG00000169139.12	6403	6450	5427	7236	6592	7557
ENSG00000253843.1	0	0	0	0	0	0
ENSG00000253654.2	0	0	0	0	0	0
ENSG00000252710.1	0	0	0	0	0	0
ENSG00000277418.1	0	0	0	0	0	0
ENSG00000289275.1	0	0	0	0	1	0
ENSG00000224594.2	4	6	7	2	8	5
ENSG00000279881.1	1	0	0	1	0	0
ENSG00000253140.2	0	0	0	0	2	0
ENSG00000253688.2	0	1	0	0	0	0
ENSG00000253608.2	0	0	0	0	0	0
ENSG00000233858.4	0	0	0	0	0	0
ENSG00000253702.1	0	0	0	0	0	0
ENSG00000253455.1	0	0	0	0	0	0
ENSG00000253892.1	0	0	0	0	0	0
ENSG00000034239.11	98	76	88	91	119	151
ENSG00000286878.1	1	1	3	1	1	1
ENSG00000233109.4	0	1	0	0	0	0
ENSG00000019549.13	109	158	54	149	100	100
ENSG00000288761.2	1	1	0	0	1	0
ENSG00000287788.1	0	0	1	0	0	0
ENSG00000286701.1	0	0	0	0	0	0
ENSG00000168333.14	0	1	5	0	1	0
ENSG00000253474.2	6	11	5	10	7	7
ENSG00000199640.1	0	0	0	0	0	0
ENSG00000254268.1	0	0	0	0	0	0
ENSG00000253380.1	0	0	0	0	0	0
ENSG00000253206.1	0	0	0	0	0	0
ENSG00000253810.1	3	3	1	3	2	1
ENSG00000253484.1	1	1	0	1	2	1
ENSG00000271148.1	0	0	0	0	0	0
ENSG00000289095.2	4	2	5	7	1	2
ENSG00000147481.17	6	7	4	10	4	8
ENSG00000253849.1	0	0	0	0	0	0
ENSG00000254392.1	0	0	0	0	0	0
ENSG00000254358.1	0	0	1	0	0	0
ENSG00000253340.1	0	0	0	0	0	0
ENSG00000201316.1	0	0	0	0	0	0
ENSG00000253664.1	0	0	0	0	0	0
ENSG00000147485.13	6	8	8	10	6	14
ENSG00000254025.1	0	0	0	0	0	0
ENSG00000254225.1	0	0	0	0	0	0
ENSG00000272076.1	3	2	4	5	0	4
ENSG00000168300.14	1732	2291	1726	2368	2304	2578
ENSG00000253475.1	0	2	0	0	0	3
ENSG00000228801.8	635	770	565	733	734	774
ENSG00000272024.1	36	38	25	19	27	29
ENSG00000253844.2	12	4	6	0	2	7
ENSG00000254136.1	0	0	0	0	0	0
ENSG00000147488.13	183	107	294	128	366	431
ENSG00000254314.1	0	0	0	0	0	0
ENSG00000253551.1	1	0	1	0	0	1
ENSG00000253924.2	0	0	0	0	0	0
ENSG00000240534.1	0	0	0	0	0	0
ENSG00000196711.9	67	47	50	64	74	71
ENSG00000023287.13	7935	10755	7806	10962	9766	10988
ENSG00000288818.1	55	64	55	74	55	64
ENSG00000271555.1	8	5	7	7	4	8
ENSG00000288611.1	247	131	186	181	182	282
ENSG00000248911.2	0	0	0	0	0	0
ENSG00000250494.1	0	0	0	0	0	0
ENSG00000254687.1	3	1	6	2	4	7
ENSG00000082556.14	520	447	772	474	887	1037
ENSG00000260484.1	0	0	0	0	0	0
ENSG00000253369.4	5	5	5	3	3	2
ENSG00000274295.1	0	0	0	0	0	0
ENSG00000237807.4	7	4	1	4	2	5
ENSG00000254204.1	0	0	0	0	0	0
ENSG00000240919.1	5	1	0	1	2	2
ENSG00000206144.5	0	3	0	0	1	2
ENSG00000253668.1	5	2	3	1	3	2
ENSG00000047249.18	4928	5474	3842	5424	4678	5921
ENSG00000147509.14	212	199	190	233	157	251
ENSG00000272457.1	0	4	1	1	0	1
ENSG00000244159.1	0	3	1	0	0	1
ENSG00000200528.1	0	0	0	2	0	0
ENSG00000187735.16	14544	14831	13119	16905	15515	17758
ENSG00000253667.2	13	11	4	18	7	8
ENSG00000260955.2	4	1	2	3	0	4
ENSG00000120992.18	12713	11403	10839	15727	12574	13748
ENSG00000254274.1	0	0	0	0	0	0
ENSG00000276353.1	0	0	0	0	0	0
ENSG00000137547.9	5010	4830	4412	5074	4516	5695
ENSG00000251835.1	3	1	3	0	1	1
ENSG00000270980.1	0	0	2	0	0	0
ENSG00000253840.1	0	0	0	0	0	0
ENSG00000199212.1	0	0	0	0	0	0
ENSG00000276605.1	0	0	0	0	0	0
ENSG00000286471.1	0	0	0	0	1	0
ENSG00000244107.3	0	0	0	0	0	0
ENSG00000164736.6	166	100	133	68	180	206
ENSG00000274310.1	1	0	0	0	1	0
ENSG00000270275.1	0	0	0	0	0	0
ENSG00000104237.11	6	9	9	2	3	5
ENSG00000226098.4	13	5	5	12	3	6
ENSG00000253114.2	0	0	0	0	0	0
ENSG00000286348.1	0	0	0	0	0	0
ENSG00000206579.10	116	89	132	138	131	154
ENSG00000253976.1	0	0	0	0	0	0
ENSG00000253857.2	0	0	0	0	0	0
ENSG00000248522.1	0	1	0	0	1	0
ENSG00000254357.1	0	0	0	0	0	0
ENSG00000167904.16	2571	3079	2167	3277	2552	2891
ENSG00000222955.1	0	0	0	0	0	0
