gene	exp_rep3.exon	exp_rep2.exon	control_rep2.exon	exp_rep1.exon	control_rep1.exon	control_rep3.exon
ENSG00000286600.1	0	0	0	0	0	0
ENSG00000159166.15	6614	6331	4954	6219	5530	6879
ENSG00000282221.1	203	260	235	277	271	304
ENSG00000159173.20	341	354	281	322	321	403
ENSG00000227048.2	0	0	0	0	0	0
ENSG00000174307.7	5590	4542	3342	4581	3361	4434
ENSG00000224818.1	0	0	0	0	0	0
ENSG00000159176.14	21396	18227	16579	20284	18499	23598
ENSG00000224536.2	8	8	12	10	15	21
ENSG00000293257.1	12	8	7	7	15	14
ENSG00000223396.5	0	0	0	0	0	0
ENSG00000134369.16	5792	6522	5336	6372	6387	7254
ENSG00000236390.1	0	0	0	0	1	0
ENSG00000231871.5	15	10	3	9	12	13
ENSG00000264802.1	0	0	0	0	0	0
ENSG00000235121.1	10	4	2	6	6	3
ENSG00000200942.1	0	0	0	0	0	0
ENSG00000221028.1	0	0	0	0	0	0
ENSG00000198700.10	15046	15464	13796	15395	15531	18299
ENSG00000277681.1	1	0	0	2	0	1
ENSG00000198892.7	199	137	183	140	211	247
ENSG00000223774.5	0	0	0	0	0	0
ENSG00000163431.14	141	193	111	180	167	186
ENSG00000134375.11	5462	5933	4872	6097	5728	6903
ENSG00000206637.1	0	0	0	0	0	0
ENSG00000238003.1	3	3	1	2	1	0
ENSG00000176393.11	11951	11976	9441	11525	10916	13121
ENSG00000234678.2	267	337	192	337	278	329
ENSG00000275207.1	0	0	0	2	0	2
ENSG00000163435.16	6943	7701	5402	7576	6129	7705
ENSG00000249007.1	3	7	0	0	0	4
ENSG00000232296.1	0	0	0	0	0	0
ENSG00000235811.1	0	0	0	1	0	0
ENSG00000212512.2	0	0	0	0	0	0
ENSG00000227109.1	0	0	0	0	0	3
ENSG00000170075.10	34	31	30	22	37	42
ENSG00000143862.8	2927	2845	2171	2576	2487	3171
ENSG00000143851.16	2	1	2	3	1	1
ENSG00000243323.8	0	0	0	0	0	0
ENSG00000293457.1	0	0	0	0	0	1
ENSG00000133067.18	67	81	58	95	122	138
ENSG00000077152.12	3103	3171	2410	2840	2768	3330
ENSG00000077157.23	1476	2109	1852	2043	2298	2667
ENSG00000229120.2	0	0	0	0	0	0
ENSG00000272262.1	0	0	0	0	0	0
ENSG00000232626.4	6	5	1	1	1	6
ENSG00000293334.1	1	0	0	0	0	0
ENSG00000236439.4	133	128	53	96	70	78
ENSG00000253042.1	0	0	0	0	0	0
ENSG00000143858.12	615	519	925	576	957	1194
ENSG00000226862.1	0	0	0	3	1	1
ENSG00000225620.1	0	0	3	0	0	0
ENSG00000117139.18	28181	31283	27383	32104	31156	36975
ENSG00000235449.2	16	14	11	7	5	11
ENSG00000226148.1	0	0	2	1	0	2
ENSG00000260021.1	0	0	0	0	0	0
ENSG00000228288.9	214	160	162	160	167	210
ENSG00000293466.1	5	5	8	2	2	4
ENSG00000184774.11	0	0	0	0	0	0
ENSG00000291234.1	745	847	556	713	767	777
ENSG00000214796.10	32	47	24	32	32	53
ENSG00000293264.1	85	91	55	89	104	100
ENSG00000234996.5	0	0	0	0	0	0
ENSG00000183155.5	1076	1117	906	1062	1033	1228
ENSG00000117153.16	3571	4116	3340	4020	3773	4483
ENSG00000230280.2	7	17	3	17	4	11
ENSG00000199471.1	0	0	0	1	0	0
ENSG00000159346.13	8130	8262	6395	7946	7572	8893
ENSG00000159348.13	2602	2572	2074	2548	2329	2880
ENSG00000234761.2	0	0	0	0	1	0
ENSG00000290909.1	0	0	0	0	0	0
ENSG00000231547.1	0	0	0	0	0	0
ENSG00000163444.12	8026	7886	6716	7945	7260	8845
ENSG00000143847.16	10	32	21	25	25	29
ENSG00000122180.5	0	0	1	0	0	0
ENSG00000163485.18	97	151	71	120	112	93
ENSG00000234775.2	0	0	0	0	0	0
ENSG00000224671.2	0	0	0	0	0	0
ENSG00000133055.10	2	4	1	2	7	0
ENSG00000133048.13	769	1404	1006	947	3016	2677
ENSG00000133063.16	0	3	1	2	0	3
ENSG00000236523.2	5	4	3	1	4	1
ENSG00000231507.4	5	1	7	2	6	7
ENSG00000288925.1	0	0	0	0	0	0
ENSG00000233791.7	4	5	2	4	3	1
ENSG00000159388.6	17148	19418	12377	18949	14790	17854
ENSG00000202300.1	0	0	0	0	0	0
ENSG00000122176.12	313	437	265	284	534	476
ENSG00000229652.1	0	0	0	0	0	0
ENSG00000271588.1	0	0	0	0	0	0
ENSG00000188783.6	6	7	5	10	5	10
ENSG00000188770.10	2	1	1	0	4	1
ENSG00000058668.16	16544	14207	17289	15206	19203	22787
ENSG00000236035.2	6	8	3	7	2	2
ENSG00000221643.1	1	1	0	1	3	1
ENSG00000122188.13	1	1	0	0	0	1
ENSG00000257315.4	34	76	38	61	48	56
ENSG00000058673.17	25	46	28	53	45	44
ENSG00000288644.1	0	0	0	0	0	0
ENSG00000227417.3	0	0	0	0	0	0
ENSG00000223505.2	2	0	0	0	1	0
ENSG00000182004.13	10451	9685	8151	9593	8988	10936
ENSG00000236430.1	0	0	0	1	2	1
ENSG00000232917.5	9	7	4	7	7	13
ENSG00000237379.1	0	0	0	0	1	0
ENSG00000286383.2	1	1	1	1	1	6
ENSG00000176754.13	0	0	0	0	0	0
ENSG00000286572.1	1	0	1	0	1	0
ENSG00000143842.15	2828	2676	2066	2408	2486	2977
ENSG00000261065.1	0	0	0	0	0	0
ENSG00000143845.15	1435	1022	1082	1027	1094	1499
ENSG00000230550.2	0	3	1	1	2	2
ENSG00000143839.15	29	42	2	28	6	3
ENSG00000225522.2	0	0	0	0	0	0
ENSG00000170498.10	13	2	8	10	6	16
ENSG00000174567.8	289	303	204	265	243	270
ENSG00000143850.16	2353	2379	1792	2362	2190	2772
ENSG00000231691.2	0	0	0	0	0	0
ENSG00000219133.2	27	25	11	17	24	21
ENSG00000280924.1	2	0	1	3	0	0
ENSG00000226330.1	4	7	3	4	5	5
ENSG00000237848.1	0	0	0	0	1	1
ENSG00000158615.10	5630	6776	5021	6635	6320	7200
ENSG00000288934.2	7	5	2	14	3	6
ENSG00000133056.14	2583	2913	2251	2620	2657	3039
ENSG00000198625.14	1934	2416	2026	2361	2511	2672
ENSG00000236779.1	0	1	1	0	0	0
ENSG00000200408.1	0	0	0	0	0	0
ENSG00000240710.1	5	6	3	4	3	9
ENSG00000170382.12	1160	819	914	795	973	1190
ENSG00000240219.1	7	10	8	12	12	20
ENSG00000228153.1	0	0	1	0	1	1
ENSG00000252650.1	0	0	0	0	0	0
ENSG00000251861.1	0	0	0	0	0	0
ENSG00000287197.1	0	0	1	0	0	0
ENSG00000163531.17	833	551	1000	567	1238	1452
ENSG00000229657.2	0	0	0	0	0	0
ENSG00000184144.12	3	2	5	4	6	4
ENSG00000174529.7	210	284	181	232	234	230
ENSG00000117222.14	2889	3597	2906	3297	3304	3867
ENSG00000271580.1	3	6	3	4	3	2
ENSG00000236108.1	0	0	0	0	0	0
ENSG00000133059.18	2433	2829	2325	2767	2713	3249
ENSG00000213041.4	1	2	1	2	1	2
ENSG00000133069.17	647	487	651	507	656	824
ENSG00000225063.1	1	0	0	0	0	0
ENSG00000163545.11	5989	6924	4471	7256	5034	6617
ENSG00000162873.15	124	138	100	122	86	131
ENSG00000235363.1	416	329	241	314	301	356
ENSG00000226235.1	1	0	0	1	1	1
ENSG00000186007.10	88	113	78	102	92	94
ENSG00000281406.2	236	379	204	317	271	340
ENSG00000199059.3	0	0	5	3	2	1
ENSG00000224717.1	57	59	43	46	48	65
ENSG00000117266.16	1271	1408	1044	1174	1353	1621
ENSG00000253097.1	0	0	0	0	0	0
ENSG00000174514.13	147	93	116	102	129	144
ENSG00000206762.1	6	3	2	2	1	3
ENSG00000158711.14	1103	1581	1172	1532	1474	1605
ENSG00000236942.1	1	0	3	2	0	7
ENSG00000158715.6	1032	883	775	787	846	1044
ENSG00000275213.1	0	0	0	0	0	0
ENSG00000069275.13	57437	63628	52300	67661	63325	73696
ENSG00000201944.1	0	2	0	1	0	0
ENSG00000117280.13	1882	1935	1776	1865	2183	2493
ENSG00000285521.1	0	0	0	0	0	0
ENSG00000133065.11	3648	3970	3096	3886	3814	4504
ENSG00000286619.1	1	4	1	13	6	6
ENSG00000162877.13	93	54	78	56	78	83
ENSG00000174502.19	1650	1921	1507	1985	1786	2191
ENSG00000227687.1	0	0	0	0	0	0
ENSG00000276600.5	37	31	56	37	47	44
ENSG00000196188.12	2111	3186	2115	3888	2415	2885
ENSG00000293455.1	0	2	0	1	0	0
ENSG00000285417.2	0	0	0	0	0	0
ENSG00000263961.8	0	0	0	0	0	0
ENSG00000252692.1	0	0	0	0	0	0
ENSG00000198049.7	4	6	4	4	1	6
ENSG00000226780.1	0	0	0	0	0	0
ENSG00000287432.1	0	0	0	0	0	0
ENSG00000225483.1	1	0	0	0	0	0
ENSG00000236889.1	1	0	0	2	0	0
ENSG00000196550.11	161	176	173	173	169	211
ENSG00000266028.8	3223	3349	3090	3271	3651	4324
ENSG00000229509.1	1	0	0	0	0	0
ENSG00000263528.8	795	745	699	820	768	980
ENSG00000278465.1	0	0	0	0	0	0
ENSG00000162888.4	1	4	5	11	4	1
ENSG00000261000.1	0	1	0	1	0	0
ENSG00000266094.8	599	817	503	765	574	708
ENSG00000234981.1	29	33	19	12	19	17
ENSG00000279946.1	0	0	0	0	0	0
ENSG00000143486.16	5309	5278	4559	5349	4980	5982
ENSG00000237605.3	7	7	8	16	15	20
ENSG00000143479.18	1017	678	926	662	991	1089
ENSG00000162889.11	8414	8795	6805	8446	8367	10040
ENSG00000224114.1	696	461	390	447	477	482
ENSG00000199349.1	1	0	0	0	0	3
ENSG00000136634.7	0	0	0	0	1	0
ENSG00000142224.18	0	1	0	1	0	2
ENSG00000162891.11	0	0	0	0	0	0
ENSG00000162892.16	13	14	3	12	0	3
ENSG00000162894.12	1	6	0	2	1	4
ENSG00000271680.1	0	0	0	0	0	0
ENSG00000226945.1	7	7	5	0	2	1
ENSG00000162896.6	7	37	21	39	47	45
ENSG00000162897.16	0	3	0	4	2	4
ENSG00000182795.13	6021	5564	5537	5557	5930	7270
ENSG00000123836.15	1031	1494	1238	1384	1512	1687
ENSG00000180667.11	2545	3159	2292	3569	2896	3419
ENSG00000123843.13	94	62	96	60	87	88
ENSG00000123838.11	20	36	17	27	9	19
ENSG00000275392.1	0	0	0	0	0	0
ENSG00000226565.2	0	1	0	0	0	0
ENSG00000224462.2	0	0	0	0	0	0
ENSG00000243636.1	0	0	0	0	0	0
ENSG00000232621.1	0	0	0	0	0	0
ENSG00000237074.2	0	0	0	0	0	0
ENSG00000196352.18	3368	3412	3228	3083	3576	4227
ENSG00000283044.1	0	0	0	0	0	0
ENSG00000117322.19	29	41	41	33	39	47
ENSG00000203710.12	4	1	10	4	7	8
ENSG00000236911.6	0	0	0	0	0	0
ENSG00000197721.17	0	1	0	0	0	0
ENSG00000244703.3	0	0	0	0	0	0
ENSG00000226289.1	0	0	0	0	0	0
ENSG00000274059.1	0	0	0	0	0	0
ENSG00000285239.1	0	0	0	0	0	0
ENSG00000117335.21	6658	9618	6219	9286	7820	9115
ENSG00000203709.14	11	12	6	19	18	7
ENSG00000234219.1	0	0	0	0	1	0
ENSG00000284214.1	0	0	0	0	0	0
ENSG00000284203.1	0	0	0	0	0	0
ENSG00000289071.2	0	0	0	0	0	0
ENSG00000174059.17	7	0	0	1	4	2
ENSG00000285719.2	0	0	0	0	0	0
ENSG00000284237.1	0	0	1	0	1	2
ENSG00000076356.7	2521	1853	2251	1732	2607	3118
ENSG00000287220.1	0	0	0	0	0	0
ENSG00000286198.3	4	0	1	3	1	1
ENSG00000226843.1	0	0	0	0	0	0
ENSG00000261453.2	0	0	0	0	0	0
ENSG00000259815.1	0	0	0	0	0	0
ENSG00000227887.1	4	4	4	2	1	3
ENSG00000232812.2	0	0	0	0	0	1
ENSG00000236950.1	0	0	0	0	0	0
ENSG00000278684.1	0	0	0	0	0	0
ENSG00000287046.1	0	0	0	0	0	0
ENSG00000232537.2	0	0	0	0	0	0
ENSG00000228081.2	0	0	0	0	0	0
ENSG00000224540.1	0	1	0	0	0	1
ENSG00000225712.1	1	0	0	0	0	0
ENSG00000227940.2	0	0	0	0	0	0
ENSG00000231648.2	0	0	0	0	0	0
ENSG00000230937.13	61	89	32	94	54	63
ENSG00000284485.1	0	0	0	0	0	0
ENSG00000224260.6	0	1	1	1	0	1
ENSG00000287902.2	0	0	0	0	0	1
ENSG00000008118.10	23	15	35	24	37	32
ENSG00000196878.15	301	571	200	453	251	285
ENSG00000283876.1	0	0	0	0	0	0
ENSG00000227591.6	1	0	0	0	0	0
ENSG00000123689.6	13	13	12	11	15	21
ENSG00000117594.10	0	0	0	0	0	0
ENSG00000236136.1	0	0	0	0	0	0
ENSG00000009790.15	5	13	9	6	11	9
ENSG00000162757.4	52	68	43	49	51	53
ENSG00000289700.1	2	3	1	1	0	0
ENSG00000117595.13	1296	1922	1149	1986	1484	1758
ENSG00000117597.18	2017	2332	1826	2493	2169	2621
ENSG00000143469.21	245	203	222	240	282	301
ENSG00000287343.1	0	0	0	0	0	0
ENSG00000203706.9	97	59	54	69	84	87
ENSG00000082497.12	484	399	412	392	474	570
ENSG00000228110.4	13	16	5	6	10	11
ENSG00000233455.2	0	0	0	0	0	0
ENSG00000054392.13	1512	1473	1061	1568	1297	1624
ENSG00000287354.1	0	0	0	0	0	0
ENSG00000200972.1	0	0	0	0	0	0
ENSG00000287157.1	0	0	0	0	0	0
ENSG00000270936.1	0	0	0	0	0	0
ENSG00000143473.14	30	16	27	32	16	42
ENSG00000279333.1	0	0	0	0	0	0
ENSG00000224668.1	6	2	2	1	1	2
ENSG00000283952.1	0	0	0	0	0	0
ENSG00000284376.1	0	0	0	0	0	0
ENSG00000234233.1	1	0	0	2	1	0
ENSG00000234004.4	23	32	17	16	23	25
ENSG00000226986.4	15	9	5	4	6	8
ENSG00000117625.14	1456	1807	1497	1767	1734	1968
ENSG00000082512.15	119	162	187	162	216	246
ENSG00000287033.2	0	0	0	0	1	1
ENSG00000153363.15	342	362	272	370	306	369
ENSG00000236809.2	39	47	42	39	38	44
ENSG00000238137.2	0	0	1	0	1	1
ENSG00000198570.7	40	16	29	8	22	46
ENSG00000223649.1	0	0	0	0	0	0
ENSG00000170385.10	2952	3120	2326	3681	2976	3141
ENSG00000261314.1	1	2	1	0	1	2
ENSG00000288738.1	0	0	0	0	0	0
ENSG00000228792.3	0	0	0	0	0	0
ENSG00000227764.2	0	0	0	0	0	0
ENSG00000117650.13	2572	2659	2331	2865	2858	3319
ENSG00000224763.1	3	12	1	3	1	5
ENSG00000231057.5	2	3	2	1	0	4
ENSG00000226868.1	0	0	0	0	0	0
ENSG00000123684.13	6763	8231	6280	8838	7911	8426
ENSG00000241395.3	0	0	0	0	0	0
ENSG00000212205.1	0	0	0	0	0	0
ENSG00000229258.6	0	0	0	0	0	0
ENSG00000233626.2	0	4	0	1	3	4
ENSG00000143493.13	2624	2966	2576	3005	2876	3337
ENSG00000212187.1	0	0	0	0	0	0
ENSG00000143476.18	3509	3118	3145	3396	3539	4222
ENSG00000220749.4	6112	5486	5137	6606	5805	7514
ENSG00000264358.1	0	0	0	0	0	0
ENSG00000252879.1	0	0	0	0	0	0
ENSG00000229983.1	0	0	0	0	3	0
ENSG00000226251.8	10	9	8	10	8	17
ENSG00000066027.12	5735	6535	5380	6511	6479	7696
ENSG00000230063.1	0	0	0	0	0	0
ENSG00000234915.1	1	1	1	0	0	0
ENSG00000225338.1	78	59	28	52	48	49
ENSG00000201544.1	4	3	3	0	1	3
ENSG00000229832.1	2	2	0	2	1	1
ENSG00000065600.13	2240	2448	1695	2254	2029	2388
ENSG00000287445.1	13	22	11	4	8	21
ENSG00000117691.10	3552	2869	2521	2843	2664	3438
ENSG00000224535.2	0	1	0	0	0	0
ENSG00000286213.1	0	0	0	0	0	0
ENSG00000228067.1	0	0	0	1	1	0
ENSG00000260805.3	40	39	38	48	51	62
ENSG00000288007.1	17	10	17	27	17	24
ENSG00000162772.18	3464	4461	2638	4351	3265	4015
ENSG00000235862.2	0	0	0	0	0	0
ENSG00000162771.8	0	0	0	1	0	0
ENSG00000226036.1	0	0	0	0	0	0
ENSG00000237980.2	0	2	0	0	0	1
ENSG00000123685.9	58	54	27	57	51	35
ENSG00000117697.15	2929	2953	2583	3173	2876	3512
ENSG00000203705.11	529	657	541	655	557	764
ENSG00000236905.2	1	1	0	1	0	0
ENSG00000185523.6	1	1	2	1	2	5
ENSG00000198468.11	34	44	22	30	43	40
ENSG00000235182.1	0	0	0	0	0	0
ENSG00000236317.1	0	0	1	0	0	0
ENSG00000162769.13	3005	3920	3239	3867	4108	4436
ENSG00000282718.1	0	0	0	0	0	0
ENSG00000143494.16	1190	1248	1065	1313	1386	1585
ENSG00000174606.14	2228	2462	2107	2699	2534	2848
ENSG00000136643.12	2103	2312	2065	2465	2347	3013
ENSG00000228646.3	0	0	2	0	0	0
ENSG00000225233.2	0	1	0	0	1	2
ENSG00000228255.1	0	0	0	0	0	0
ENSG00000230461.10	78	75	53	74	84	112
ENSG00000281664.1	2	0	0	1	3	0
ENSG00000117707.17	1954	2043	1765	2402	2225	2488
ENSG00000274895.1	3	4	7	10	6	8
ENSG00000272167.2	0	0	0	1	2	1
ENSG00000283518.1	0	1	0	0	0	0
ENSG00000143499.14	2977	2973	2729	3065	2768	3539
ENSG00000228470.1	2	4	0	2	1	1
ENSG00000152104.12	5029	6326	4897	6068	5963	6768
ENSG00000213036.3	5	3	3	3	5	3
ENSG00000215819.3	0	0	0	0	0	0
ENSG00000117724.15	13997	15191	13506	15472	15749	19117
ENSG00000250536.1	9	1	1	5	1	1
ENSG00000224584.2	0	0	2	0	0	0
ENSG00000185221.6	0	0	0	0	0	0
ENSG00000223869.1	0	0	0	0	0	0
ENSG00000287008.1	0	0	0	0	0	0
ENSG00000082482.14	44	30	40	21	39	62
ENSG00000232809.1	0	0	1	0	0	0
ENSG00000282265.1	0	0	0	0	0	0
ENSG00000136636.13	6285	7250	5951	7115	7569	8335
ENSG00000042781.14	25	19	37	14	39	45
ENSG00000202498.1	0	0	0	0	0	0
ENSG00000229242.1	0	0	0	0	0	0
ENSG00000233620.5	0	0	0	0	0	0
ENSG00000236292.1	0	0	0	0	0	0
ENSG00000226013.1	0	0	0	0	0	0
ENSG00000196482.18	719	327	846	332	912	1101
ENSG00000092978.11	1884	2289	1774	2216	2194	2341
ENSG00000162814.11	345	323	288	342	351	425
ENSG00000234070.1	0	1	0	0	0	0
ENSG00000228247.1	1	1	1	0	0	0
ENSG00000231814.3	0	0	0	0	0	0
ENSG00000230714.1	0	0	0	0	0	0
ENSG00000232100.1	0	0	0	0	0	0
ENSG00000286775.1	0	0	0	0	0	0
ENSG00000201493.1	0	0	0	0	0	0
ENSG00000067533.6	3605	3610	3367	4031	4070	4576
ENSG00000229016.1	0	0	0	0	0	0
ENSG00000223375.1	0	0	0	0	0	0
ENSG00000232480.3	10	16	13	9	15	17
ENSG00000092969.12	6547	4789	7725	5711	8674	10253
ENSG00000281453.1	0	0	0	0	0	0
ENSG00000228208.7	3	7	2	4	2	1
ENSG00000212610.2	0	0	0	0	0	0
ENSG00000226693.1	0	0	0	0	0	0
ENSG00000225561.2	0	0	0	1	1	0
ENSG00000228063.4	6	7	7	8	11	7
ENSG00000143353.12	1312	1405	1209	1534	1314	1584
ENSG00000225920.2	9	11	7	5	9	1
ENSG00000223842.1	2	4	2	8	2	9
ENSG00000277007.1	2	7	3	4	4	4
ENSG00000287676.1	7	5	6	3	4	12
ENSG00000228536.3	2	1	1	2	2	1
ENSG00000238232.1	0	0	0	0	0	0
ENSG00000215817.9	17	23	12	13	15	20
ENSG00000196660.12	513	516	529	431	586	681
ENSG00000252086.1	0	0	0	0	0	0
ENSG00000221673.2	0	0	0	0	0	0
ENSG00000136628.18	20791	22933	20877	24649	22728	27687
ENSG00000162813.18	3135	3499	2727	3455	3039	3486
ENSG00000067704.10	13265	16191	12291	15749	14779	17243
ENSG00000207590.1	0	1	0	0	0	2
ENSG00000207624.1	0	1	0	0	0	1
ENSG00000232134.1	15	7	7	6	8	20
ENSG00000118873.17	4341	6396	4495	5802	5539	6171
ENSG00000281696.1	0	0	0	0	0	0
ENSG00000222370.1	0	0	0	0	0	0
ENSG00000270585.1	1	2	0	0	1	1
ENSG00000270708.1	0	0	0	0	0	0
ENSG00000218283.2	1592	1742	1316	1564	1545	1783
ENSG00000213033.4	1	0	1	3	2	3
ENSG00000230318.2	0	0	0	0	0	0
ENSG00000232883.1	12	14	11	10	7	11
ENSG00000226927.1	0	0	0	0	0	0
ENSG00000260505.1	0	0	0	0	0	0
ENSG00000235163.2	0	0	0	0	0	0
ENSG00000234863.1	0	0	0	0	0	0
ENSG00000226226.1	0	0	0	0	1	0
ENSG00000231529.2	1	0	0	0	0	0
ENSG00000116141.17	583	473	494	371	640	786
ENSG00000243872.3	0	0	0	0	0	0
ENSG00000233012.3	1	1	0	0	1	2
ENSG00000293204.1	0	0	0	0	0	0
ENSG00000162817.7	1059	1253	790	991	1076	1295
ENSG00000117791.16	276	240	248	221	313	372
ENSG00000186205.14	2018	1984	1812	1990	1979	2457
ENSG00000286231.1	0	0	0	0	0	0
ENSG00000221571.3	5	7	2	8	14	6
ENSG00000276642.1	0	0	0	0	0	0
ENSG00000272823.1	0	0	0	1	0	1
ENSG00000238078.1	1	0	0	1	1	2
ENSG00000257551.1	1	1	0	0	0	0
ENSG00000289142.1	8	6	4	7	7	13
ENSG00000136630.13	23	35	13	19	14	5
ENSG00000226211.1	0	0	0	0	0	0
ENSG00000234754.2	0	0	0	0	0	1
ENSG00000232436.1	0	0	0	0	0	0
ENSG00000286398.1	4	10	6	14	3	0
ENSG00000227585.2	0	0	0	0	0	0
ENSG00000286421.1	0	0	0	3	1	0
ENSG00000143507.18	1081	1167	822	1244	1017	1224
ENSG00000227925.2	0	0	0	0	1	1
ENSG00000200033.1	0	0	0	0	0	0
ENSG00000238042.5	1	1	0	0	0	1
ENSG00000228437.5	10	13	7	9	18	8
ENSG00000232679.2	0	0	0	0	0	0
ENSG00000236230.2	0	0	1	2	0	3
ENSG00000227613.1	0	0	0	0	0	0
ENSG00000226643.2	0	0	0	0	0	1
ENSG00000234419.1	0	0	0	0	1	0
ENSG00000276997.4	3	1	10	6	10	8
ENSG00000222399.1	0	0	0	0	0	0
ENSG00000267305.2	0	0	0	0	1	0
ENSG00000143512.13	1	1	2	2	0	1
ENSG00000143498.18	721	706	705	839	843	1029
ENSG00000225265.2	146	158	120	209	180	160
ENSG00000154305.18	5199	6038	5219	6295	6008	7085
ENSG00000229399.1	4	1	2	0	4	0
ENSG00000272750.1	135	92	84	104	102	126
ENSG00000186063.13	5622	5719	5464	6364	6349	7542
ENSG00000162819.12	2828	2982	2697	3783	3209	3658
ENSG00000197520.11	1	3	0	2	1	1
ENSG00000289880.1	0	0	0	0	2	1
ENSG00000287684.1	0	0	0	0	1	0
ENSG00000154309.9	1185	1334	920	1390	1074	1315
ENSG00000234523.1	0	2	1	1	0	2
ENSG00000287338.1	1	0	1	1	0	0
ENSG00000187554.14	65	60	83	44	92	125
ENSG00000236846.1	0	0	1	0	0	0
ENSG00000226601.1	0	0	0	0	1	0
ENSG00000143502.16	348	171	264	154	306	432
ENSG00000251789.2	0	0	0	0	0	0
ENSG00000178395.7	2	2	1	0	2	1
ENSG00000203697.12	50	82	29	126	36	40
ENSG00000227002.2	0	0	0	0	0	0
ENSG00000212398.1	0	0	0	0	0	0
ENSG00000162909.18	23215	20781	20129	22572	21650	27158
ENSG00000143514.18	8410	10360	7736	9908	9531	11374
ENSG00000288999.2	20	16	18	20	16	16
ENSG00000227621.1	3	2	2	3	1	2
ENSG00000188460.4	10	18	3	9	12	9
ENSG00000233771.2	0	0	1	2	0	0
ENSG00000291068.1	205	234	166	183	211	253
ENSG00000212157.1	0	0	0	0	0	0
ENSG00000272645.6	0	0	0	0	0	0
ENSG00000290989.1	49	44	31	55	34	48
ENSG00000278467.1	4	7	1	7	5	4
ENSG00000185495.11	1	1	2	0	1	1
ENSG00000229930.1	1	7	1	2	8	3
ENSG00000252484.1	0	0	0	0	0	0
ENSG00000143756.12	4215	4666	3810	5392	4576	5382
ENSG00000236773.1	7	8	4	6	8	6
ENSG00000143753.14	5645	6126	4730	6361	5372	6696
ENSG00000201898.1	0	0	0	0	0	0
ENSG00000232628.7	4	4	4	3	4	3
ENSG00000237101.1	22	18	8	7	7	11
ENSG00000143748.18	2864	3131	2779	3107	2865	3652
ENSG00000221406.1	0	2	2	0	0	1
ENSG00000229742.1	0	0	2	2	0	0
ENSG00000206887.1	0	0	0	0	0	0
ENSG00000143771.12	6866	7284	5178	7012	6029	7367
ENSG00000162923.18	9154	10560	8531	10664	10301	11773
ENSG00000266618.1	0	0	0	0	1	0
ENSG00000143786.8	129	128	113	73	109	158
ENSG00000229991.1	2	1	0	0	0	3
ENSG00000233384.3	3	0	1	2	2	1
ENSG00000234247.1	0	0	0	0	0	0
ENSG00000286174.1	0	0	0	0	0	0
ENSG00000229400.1	0	0	0	0	0	0
ENSG00000225334.3	1	1	0	1	2	0
ENSG00000286719.1	0	0	0	0	0	0
ENSG00000185842.16	562	867	588	882	684	845
ENSG00000143815.15	13468	13702	12590	15144	14999	16876
ENSG00000234476.5	0	0	2	0	0	0
ENSG00000282418.1	0	1	0	0	1	1
ENSG00000289962.1	0	0	0	0	0	0
ENSG00000154380.19	29342	31748	25713	35819	32718	36984
ENSG00000289602.1	18	12	14	11	17	12
ENSG00000227496.3	0	0	0	2	2	2
ENSG00000226349.1	1	1	0	0	0	1
ENSG00000223306.2	0	0	0	0	0	0
ENSG00000143742.14	32164	30159	27678	38061	32953	36399
ENSG00000234112.2	2	1	1	1	0	1
ENSG00000143819.13	5953	3933	4702	4034	5278	6487
ENSG00000242861.1	30	63	30	49	45	53
ENSG00000196187.12	3325	4021	2814	4111	3417	4006
ENSG00000243709.1	32	48	30	54	36	25
ENSG00000255835.1	0	0	0	0	0	0
ENSG00000143811.20	2107	1895	1497	1734	1755	2135
ENSG00000284519.1	0	0	0	0	0	0
ENSG00000248322.1	0	0	0	0	0	0
ENSG00000143768.13	5	2	2	1	3	1
ENSG00000213032.3	0	0	0	0	0	0
ENSG00000143751.10	2412	2981	1922	2919	2475	2985
ENSG00000289341.2	0	2	0	0	1	0
ENSG00000272562.2	9	6	5	8	4	9
ENSG00000163041.13	18953	15594	13913	16745	16259	19872
ENSG00000225518.3	17	3	32	20	20	17
ENSG00000270598.1	0	0	0	0	1	1
ENSG00000182827.9	3883	4401	3296	4882	4465	4741
ENSG00000234478.1	1	5	3	2	3	1
ENSG00000223570.2	0	0	0	0	0	0
ENSG00000185155.12	51	25	35	19	26	44
ENSG00000183814.16	1024	1227	958	1201	1059	1192
ENSG00000236994.1	0	0	0	0	0	0
ENSG00000275406.1	0	0	0	0	0	0
ENSG00000289348.1	0	0	0	0	0	0
ENSG00000143799.14	33443	34386	29724	32921	34883	41532
ENSG00000270287.1	0	0	0	0	0	0
ENSG00000229965.1	79	86	38	67	31	44
ENSG00000223282.1	0	0	0	0	0	0
ENSG00000177770.11	1	1	0	0	0	0
ENSG00000287627.1	0	0	0	0	0	0
ENSG00000203685.11	47	82	45	49	44	81
ENSG00000143772.11	607	508	500	523	640	778
ENSG00000228382.3	0	0	0	0	0	0
ENSG00000228548.1	0	0	0	0	0	1
ENSG00000238183.2	0	0	0	0	0	0
ENSG00000287259.1	0	0	0	0	0	0
ENSG00000143801.18	18	44	44	26	35	42
ENSG00000288674.1	2	3	5	1	6	4
ENSG00000163050.18	30	37	12	18	17	23
ENSG00000228525.1	0	0	1	1	1	0
